Country,Year,Cancer_Type,Incidence_Rate,Mortality_Rate,Environmental_Factors,Latitude,Longitude,Continent
Eritrea,2014,Lung,67.7,26.3,73.1,15.179384,39.782334,Africa
Eritrea,2014,Breast,92.4,50.5,95.0,15.179384,39.782334,Africa
Eritrea,2014,Colorectal,115.5,16.7,16.2,15.179384,39.782334,Africa
Eritrea,2015,Lung,138.3,25.0,55.9,15.179384,39.782334,Africa
Eritrea,2015,Breast,46.5,30.0,77.5,15.179384,39.782334,Africa
Eritrea,2015,Colorectal,59.4,76.8,38.7,15.179384,39.782334,Africa
Eritrea,2016,Lung,57.3,58.3,54.2,15.179384,39.782334,Africa
Eritrea,2016,Breast,102.1,53.0,2.5,15.179384,39.782334,Africa
Eritrea,2016,Colorectal,101.4,79.5,9.1,15.179384,39.782334,Africa
Eritrea,2017,Lung,69.7,27.7,94.3,15.179384,39.782334,Africa
Eritrea,2017,Breast,84.3,77.1,13.3,15.179384,39.782334,Africa
Eritrea,2017,Colorectal,112.6,50.2,15.5,15.179384,39.782334,Africa
Eritrea,2018,Lung,148.0,46.0,59.6,15.179384,39.782334,Africa
Eritrea,2018,Breast,142.2,64.3,54.0,15.179384,39.782334,Africa
Eritrea,2018,Colorectal,114.6,57.2,32.4,15.179384,39.782334,Africa
Eritrea,2019,Lung,93.0,59.3,8.5,15.179384,39.782334,Africa
Eritrea,2019,Breast,31.8,77.3,68.3,15.179384,39.782334,Africa
Eritrea,2019,Colorectal,60.7,70.7,14.5,15.179384,39.782334,Africa
Eritrea,2020,Lung,94.6,66.8,3.7,15.179384,39.782334,Africa
Eritrea,2020,Breast,77.8,47.6,55.6,15.179384,39.782334,Africa
Eritrea,2020,Colorectal,82.0,39.0,90.8,15.179384,39.782334,Africa
Eritrea,2021,Lung,91.2,29.3,20.5,15.179384,39.782334,Africa
Eritrea,2021,Breast,30.2,51.0,64.9,15.179384,39.782334,Africa
Eritrea,2021,Colorectal,69.1,67.5,36.7,15.179384,39.782334,Africa
Eritrea,2022,Lung,70.2,49.7,16.0,15.179384,39.782334,Africa
Eritrea,2022,Breast,68.7,74.7,96.1,15.179384,39.782334,Africa
Eritrea,2022,Colorectal,121.2,62.9,77.5,15.179384,39.782334,Africa
Eritrea,2023,Lung,148.8,50.5,2.8,15.179384,39.782334,Africa
Eritrea,2023,Breast,135.7,57.6,25.6,15.179384,39.782334,Africa
Eritrea,2023,Colorectal,55.6,35.0,16.9,15.179384,39.782334,Africa
Eritrea,2024,Lung,126.4,71.6,95.2,15.179384,39.782334,Africa
Eritrea,2024,Breast,50.9,56.3,11.5,15.179384,39.782334,Africa
Eritrea,2024,Colorectal,118.6,17.7,23.6,15.179384,39.782334,Africa
Estonia,2010,Lung,33.1,46.3,67.8,58.595272,25.013607,Europe
Estonia,2010,Breast,84.9,38.6,13.6,58.595272,25.013607,Europe
Estonia,2010,Colorectal,86.5,40.7,9.3,58.595272,25.013607,Europe
Estonia,2011,Lung,101.2,58.2,95.5,58.595272,25.013607,Europe
Estonia,2011,Breast,132.5,55.0,91.4,58.595272,25.013607,Europe
Estonia,2011,Colorectal,85.1,35.1,74.9,58.595272,25.013607,Europe
Estonia,2012,Lung,49.2,16.2,98.7,58.595272,25.013607,Europe
Estonia,2012,Breast,78.7,70.3,46.6,58.595272,25.013607,Europe
Estonia,2012,Colorectal,113.6,15.3,92.6,58.595272,25.013607,Europe
Estonia,2013,Lung,106.5,33.8,77.9,58.595272,25.013607,Europe
Estonia,2013,Breast,92.6,62.5,48.1,58.595272,25.013607,Europe
Estonia,2013,Colorectal,35.6,43.0,68.0,58.595272,25.013607,Europe
Estonia,2014,Lung,131.0,55.7,50.8,58.595272,25.013607,Europe
Estonia,2014,Breast,139.4,18.1,77.5,58.595272,25.013607,Europe
Estonia,2014,Colorectal,95.9,31.4,28.7,58.595272,25.013607,Europe
Estonia,2015,Lung,143.4,58.0,14.3,58.595272,25.013607,Europe
Estonia,2015,Breast,139.3,28.1,70.5,58.595272,25.013607,Europe
Estonia,2015,Colorectal,66.7,26.9,42.0,58.595272,25.013607,Europe
Estonia,2016,Lung,53.6,40.0,18.3,58.595272,25.013607,Europe
Estonia,2016,Breast,55.6,16.3,60.1,58.595272,25.013607,Europe
Estonia,2016,Colorectal,132.2,52.3,46.5,58.595272,25.013607,Europe
Estonia,2017,Lung,111.0,46.6,60.4,58.595272,25.013607,Europe
Estonia,2017,Breast,89.9,40.8,42.7,58.595272,25.013607,Europe
Estonia,2017,Colorectal,135.1,70.7,94.6,58.595272,25.013607,Europe
Estonia,2018,Lung,77.3,11.6,29.1,58.595272,25.013607,Europe
Estonia,2018,Breast,118.0,30.8,16.2,58.595272,25.013607,Europe
Estonia,2018,Colorectal,136.7,30.9,2.2,58.595272,25.013607,Europe
Estonia,2019,Lung,51.1,61.7,88.5,58.595272,25.013607,Europe
Estonia,2019,Breast,34.1,28.4,64.5,58.595272,25.013607,Europe
Estonia,2019,Colorectal,139.2,33.0,57.2,58.595272,25.013607,Europe
Estonia,2020,Lung,144.0,30.2,80.4,58.595272,25.013607,Europe
Estonia,2020,Breast,120.0,75.7,86.4,58.595272,25.013607,Europe
Estonia,2020,Colorectal,31.1,44.4,6.9,58.595272,25.013607,Europe
Estonia,2021,Lung,120.3,58.2,15.6,58.595272,25.013607,Europe
Estonia,2021,Breast,54.0,77.8,1.8,58.595272,25.013607,Europe
Estonia,2021,Colorectal,144.2,53.8,6.0,58.595272,25.013607,Europe
Estonia,2022,Lung,71.5,25.1,88.9,58.595272,25.013607,Europe
Estonia,2022,Breast,67.0,22.7,95.4,58.595272,25.013607,Europe
Estonia,2022,Colorectal,97.6,22.1,90.2,58.595272,25.013607,Europe
Estonia,2023,Lung,40.6,25.2,38.9,58.595272,25.013607,Europe
Estonia,2023,Breast,147.6,18.9,95.5,58.595272,25.013607,Europe
Estonia,2023,Colorectal,45.8,17.3,85.8,58.595272,25.013607,Europe
Estonia,2024,Lung,39.9,76.0,41.7,58.595272,25.013607,Europe
Estonia,2024,Breast,93.5,39.0,99.1,58.595272,25.013607,Europe
Estonia,2024,Colorectal,90.3,74.2,7.4,58.595272,25.013607,Europe
Eswatini,2010,Lung,66.3,72.9,73.3,-26.522503,31.465866,Africa
Eswatini,2010,Breast,59.4,78.1,54.9,-26.522503,31.465866,Africa
Eswatini,2010,Colorectal,139.2,55.1,91.9,-26.522503,31.465866,Africa
Eswatini,2011,Lung,65.9,27.0,76.0,-26.522503,31.465866,Africa
Eswatini,2011,Breast,38.8,41.0,74.8,-26.522503,31.465866,Africa
Eswatini,2011,Colorectal,102.0,22.5,66.4,-26.522503,31.465866,Africa
Eswatini,2012,Lung,100.7,68.0,66.4,-26.522503,31.465866,Africa
Eswatini,2012,Breast,116.4,57.5,17.9,-26.522503,31.465866,Africa
Eswatini,2012,Colorectal,50.5,61.1,52.1,-26.522503,31.465866,Africa
Eswatini,2013,Lung,84.5,76.3,36.4,-26.522503,31.465866,Africa
Eswatini,2013,Breast,31.7,30.0,97.7,-26.522503,31.465866,Africa
Eswatini,2013,Colorectal,64.3,65.6,58.2,-26.522503,31.465866,Africa
Eswatini,2014,Lung,35.4,24.3,43.7,-26.522503,31.465866,Africa
Eswatini,2014,Breast,65.8,47.0,80.6,-26.522503,31.465866,Africa
Eswatini,2014,Colorectal,37.4,26.3,99.8,-26.522503,31.465866,Africa
Eswatini,2015,Lung,80.5,25.9,73.4,-26.522503,31.465866,Africa
Eswatini,2015,Breast,116.5,78.4,44.9,-26.522503,31.465866,Africa
Eswatini,2015,Colorectal,59.0,39.7,62.9,-26.522503,31.465866,Africa
Eswatini,2016,Lung,86.6,23.5,87.2,-26.522503,31.465866,Africa
Eswatini,2016,Breast,75.1,77.3,41.1,-26.522503,31.465866,Africa
Eswatini,2016,Colorectal,34.9,49.7,43.7,-26.522503,31.465866,Africa
Eswatini,2017,Lung,142.5,18.1,38.3,-26.522503,31.465866,Africa
Eswatini,2017,Breast,77.7,61.3,50.0,-26.522503,31.465866,Africa
Eswatini,2017,Colorectal,78.8,45.4,65.7,-26.522503,31.465866,Africa
Eswatini,2018,Lung,76.6,25.1,81.2,-26.522503,31.465866,Africa
Eswatini,2018,Breast,112.1,27.1,4.3,-26.522503,31.465866,Africa
Eswatini,2018,Colorectal,71.1,14.4,53.4,-26.522503,31.465866,Africa
Eswatini,2019,Lung,51.7,22.1,66.2,-26.522503,31.465866,Africa
Eswatini,2019,Breast,38.2,18.6,91.4,-26.522503,31.465866,Africa
Eswatini,2019,Colorectal,88.5,69.5,5.9,-26.522503,31.465866,Africa
Eswatini,2020,Lung,81.5,10.5,17.0,-26.522503,31.465866,Africa
Eswatini,2020,Breast,149.2,48.0,81.6,-26.522503,31.465866,Africa
Eswatini,2020,Colorectal,46.3,73.0,26.1,-26.522503,31.465866,Africa
Eswatini,2021,Lung,75.3,36.3,64.5,-26.522503,31.465866,Africa
Eswatini,2021,Breast,31.5,24.7,29.4,-26.522503,31.465866,Africa
Eswatini,2021,Colorectal,113.4,61.1,68.0,-26.522503,31.465866,Africa
Eswatini,2022,Lung,56.2,15.9,43.2,-26.522503,31.465866,Africa
Eswatini,2022,Breast,93.5,45.0,70.1,-26.522503,31.465866,Africa
Eswatini,2022,Colorectal,100.2,73.5,85.0,-26.522503,31.465866,Africa
Eswatini,2023,Lung,120.9,76.8,37.5,-26.522503,31.465866,Africa
Eswatini,2023,Breast,129.4,47.0,55.1,-26.522503,31.465866,Africa
Eswatini,2023,Colorectal,117.2,52.4,16.2,-26.522503,31.465866,Africa
Eswatini,2024,Lung,88.9,17.9,61.6,-26.522503,31.465866,Africa
Eswatini,2024,Breast,90.8,58.5,89.7,-26.522503,31.465866,Africa
Eswatini,2024,Colorectal,109.5,23.7,35.0,-26.522503,31.465866,Africa
Ethiopia,2010,Lung,142.8,52.4,26.9,9.145,40.489673,Africa
Ethiopia,2010,Breast,59.1,49.1,58.6,9.145,40.489673,Africa
Ethiopia,2010,Colorectal,115.5,68.8,81.8,9.145,40.489673,Africa
Ethiopia,2011,Lung,91.3,27.8,89.3,9.145,40.489673,Africa
Ethiopia,2011,Breast,124.4,63.4,97.7,9.145,40.489673,Africa
Ethiopia,2011,Colorectal,143.4,67.8,76.7,9.145,40.489673,Africa
Ethiopia,2012,Lung,33.1,70.3,17.4,9.145,40.489673,Africa
Ethiopia,2012,Breast,76.1,14.9,3.2,9.145,40.489673,Africa
Ethiopia,2012,Colorectal,149.2,66.4,92.8,9.145,40.489673,Africa
Ethiopia,2013,Lung,112.1,46.1,54.0,9.145,40.489673,Africa
Ethiopia,2013,Breast,56.0,23.1,5.1,9.145,40.489673,Africa
Ethiopia,2013,Colorectal,51.9,13.8,51.1,9.145,40.489673,Africa
Ethiopia,2014,Lung,92.9,68.5,24.4,9.145,40.489673,Africa
Ethiopia,2014,Breast,97.9,45.6,3.5,9.145,40.489673,Africa
Ethiopia,2014,Colorectal,146.9,47.0,70.5,9.145,40.489673,Africa
Ethiopia,2015,Lung,105.2,53.4,27.9,9.145,40.489673,Africa
Ethiopia,2015,Breast,71.6,36.0,87.5,9.145,40.489673,Africa
Ethiopia,2015,Colorectal,83.8,66.7,22.4,9.145,40.489673,Africa
Ethiopia,2016,Lung,111.6,46.1,65.0,9.145,40.489673,Africa
Ethiopia,2016,Breast,141.5,79.4,85.5,9.145,40.489673,Africa
Ethiopia,2016,Colorectal,78.2,47.0,96.9,9.145,40.489673,Africa
Ethiopia,2017,Lung,39.5,52.2,4.6,9.145,40.489673,Africa
Ethiopia,2017,Breast,97.7,78.4,18.7,9.145,40.489673,Africa
Ethiopia,2017,Colorectal,87.2,79.7,42.1,9.145,40.489673,Africa
Ethiopia,2018,Lung,83.8,39.5,36.9,9.145,40.489673,Africa
Ethiopia,2018,Breast,67.8,11.9,74.7,9.145,40.489673,Africa
Ethiopia,2018,Colorectal,54.9,73.6,61.3,9.145,40.489673,Africa
Ethiopia,2019,Lung,118.6,58.1,18.1,9.145,40.489673,Africa
Ethiopia,2019,Breast,91.9,43.3,19.3,9.145,40.489673,Africa
Ethiopia,2019,Colorectal,118.8,50.4,50.8,9.145,40.489673,Africa
Ethiopia,2020,Lung,110.2,46.3,93.5,9.145,40.489673,Africa
Ethiopia,2020,Breast,61.4,18.0,89.2,9.145,40.489673,Africa
Ethiopia,2020,Colorectal,113.4,65.9,89.8,9.145,40.489673,Africa
Ethiopia,2021,Lung,84.8,14.5,90.8,9.145,40.489673,Africa
Ethiopia,2021,Breast,39.3,13.8,14.0,9.145,40.489673,Africa
Ethiopia,2021,Colorectal,148.9,64.7,20.2,9.145,40.489673,Africa
Ethiopia,2022,Lung,101.9,75.7,46.1,9.145,40.489673,Africa
Ethiopia,2022,Breast,134.3,67.0,11.3,9.145,40.489673,Africa
Ethiopia,2022,Colorectal,59.2,50.5,36.7,9.145,40.489673,Africa
Ethiopia,2023,Lung,57.9,12.2,62.2,9.145,40.489673,Africa
Ethiopia,2023,Breast,140.9,22.9,58.0,9.145,40.489673,Africa
Ethiopia,2023,Colorectal,58.9,14.9,0.9,9.145,40.489673,Africa
Ethiopia,2024,Lung,108.3,43.0,19.8,9.145,40.489673,Africa
Ethiopia,2024,Breast,144.9,46.2,95.1,9.145,40.489673,Africa
Ethiopia,2024,Colorectal,66.3,14.8,15.1,9.145,40.489673,Africa
Fiji,2010,Lung,111.7,34.7,38.1,-16.578193,179.414413,Oceania
Fiji,2010,Breast,35.0,41.8,17.8,-16.578193,179.414413,Oceania
Fiji,2010,Colorectal,121.3,59.7,74.2,-16.578193,179.414413,Oceania
Fiji,2011,Lung,142.9,36.6,71.4,-16.578193,179.414413,Oceania
Fiji,2011,Breast,115.3,27.6,86.2,-16.578193,179.414413,Oceania
Fiji,2011,Colorectal,135.9,48.1,92.5,-16.578193,179.414413,Oceania
Fiji,2012,Lung,60.0,73.8,48.6,-16.578193,179.414413,Oceania
Fiji,2012,Breast,65.6,21.0,68.3,-16.578193,179.414413,Oceania
Fiji,2012,Colorectal,33.6,50.4,66.1,-16.578193,179.414413,Oceania
Fiji,2013,Lung,133.6,36.9,22.9,-16.578193,179.414413,Oceania
Fiji,2013,Breast,46.1,23.1,75.5,-16.578193,179.414413,Oceania
Fiji,2013,Colorectal,98.6,59.7,32.3,-16.578193,179.414413,Oceania
Fiji,2014,Lung,57.4,34.2,66.5,-16.578193,179.414413,Oceania
Fiji,2014,Breast,106.7,73.2,55.8,-16.578193,179.414413,Oceania
Fiji,2014,Colorectal,64.6,24.2,80.6,-16.578193,179.414413,Oceania
Fiji,2015,Lung,99.8,69.3,67.7,-16.578193,179.414413,Oceania
Fiji,2015,Breast,112.1,27.4,98.0,-16.578193,179.414413,Oceania
Fiji,2015,Colorectal,80.9,33.0,19.8,-16.578193,179.414413,Oceania
Fiji,2016,Lung,142.8,19.7,44.3,-16.578193,179.414413,Oceania
Fiji,2016,Breast,92.1,20.1,40.1,-16.578193,179.414413,Oceania
Fiji,2016,Colorectal,40.4,12.4,1.9,-16.578193,179.414413,Oceania
Fiji,2017,Lung,143.1,53.4,62.9,-16.578193,179.414413,Oceania
Fiji,2017,Breast,46.3,76.0,3.0,-16.578193,179.414413,Oceania
Fiji,2017,Colorectal,106.3,63.8,57.9,-16.578193,179.414413,Oceania
Fiji,2018,Lung,34.1,42.6,97.1,-16.578193,179.414413,Oceania
Fiji,2018,Breast,64.1,66.1,94.5,-16.578193,179.414413,Oceania
Fiji,2018,Colorectal,141.7,62.1,4.5,-16.578193,179.414413,Oceania
Fiji,2019,Lung,47.0,57.8,49.7,-16.578193,179.414413,Oceania
Fiji,2019,Breast,122.7,57.8,37.4,-16.578193,179.414413,Oceania
Fiji,2019,Colorectal,34.2,68.3,11.8,-16.578193,179.414413,Oceania
Fiji,2020,Lung,95.0,22.8,90.7,-16.578193,179.414413,Oceania
Fiji,2020,Breast,119.3,31.8,24.7,-16.578193,179.414413,Oceania
Fiji,2020,Colorectal,89.5,38.6,95.4,-16.578193,179.414413,Oceania
Fiji,2021,Lung,147.0,10.2,2.3,-16.578193,179.414413,Oceania
Fiji,2021,Breast,58.4,11.8,17.2,-16.578193,179.414413,Oceania
Fiji,2021,Colorectal,68.0,28.3,77.4,-16.578193,179.414413,Oceania
Fiji,2022,Lung,65.7,57.1,53.3,-16.578193,179.414413,Oceania
Fiji,2022,Breast,40.0,11.4,49.5,-16.578193,179.414413,Oceania
Fiji,2022,Colorectal,87.1,24.8,11.3,-16.578193,179.414413,Oceania
Fiji,2023,Lung,86.0,45.4,64.2,-16.578193,179.414413,Oceania
Fiji,2023,Breast,133.7,47.8,48.1,-16.578193,179.414413,Oceania
Fiji,2023,Colorectal,52.7,10.7,29.2,-16.578193,179.414413,Oceania
Fiji,2024,Lung,97.7,39.4,71.9,-16.578193,179.414413,Oceania
Fiji,2024,Breast,30.2,16.2,24.8,-16.578193,179.414413,Oceania
Fiji,2024,Colorectal,98.9,50.2,11.1,-16.578193,179.414413,Oceania
Finland,2010,Lung,148.0,73.7,19.8,61.92411,25.748151,Europe
Finland,2010,Breast,96.8,48.8,37.5,61.92411,25.748151,Europe
Finland,2010,Colorectal,106.3,58.2,95.3,61.92411,25.748151,Europe
Finland,2011,Lung,69.0,10.9,65.3,61.92411,25.748151,Europe
Finland,2011,Breast,133.0,78.7,30.6,61.92411,25.748151,Europe
Finland,2011,Colorectal,36.1,39.8,93.8,61.92411,25.748151,Europe
Finland,2012,Lung,122.5,67.9,65.8,61.92411,25.748151,Europe
Finland,2012,Breast,132.4,54.7,10.2,61.92411,25.748151,Europe
Finland,2012,Colorectal,102.6,38.7,40.9,61.92411,25.748151,Europe
Finland,2013,Lung,51.1,30.2,71.0,61.92411,25.748151,Europe
Finland,2013,Breast,54.2,56.2,28.9,61.92411,25.748151,Europe
Finland,2013,Colorectal,134.9,12.2,26.7,61.92411,25.748151,Europe
Finland,2014,Lung,42.2,61.7,5.5,61.92411,25.748151,Europe
Finland,2014,Breast,109.0,28.9,39.1,61.92411,25.748151,Europe
Finland,2014,Colorectal,74.2,10.2,98.8,61.92411,25.748151,Europe
Finland,2015,Lung,73.8,72.2,10.7,61.92411,25.748151,Europe
Finland,2015,Breast,106.0,59.7,16.2,61.92411,25.748151,Europe
Finland,2015,Colorectal,91.7,51.0,29.8,61.92411,25.748151,Europe
Finland,2016,Lung,107.3,14.3,7.0,61.92411,25.748151,Europe
Finland,2016,Breast,136.4,34.2,69.1,61.92411,25.748151,Europe
Finland,2016,Colorectal,49.8,77.7,36.5,61.92411,25.748151,Europe
Finland,2017,Lung,44.2,62.9,28.1,61.92411,25.748151,Europe
Finland,2017,Breast,49.8,76.9,39.2,61.92411,25.748151,Europe
Finland,2017,Colorectal,39.8,58.8,83.0,61.92411,25.748151,Europe
Finland,2018,Lung,117.4,54.9,86.4,61.92411,25.748151,Europe
Finland,2018,Breast,49.1,32.0,64.7,61.92411,25.748151,Europe
Finland,2018,Colorectal,103.2,48.8,65.6,61.92411,25.748151,Europe
Finland,2019,Lung,80.7,56.8,46.3,61.92411,25.748151,Europe
Finland,2019,Breast,40.5,18.0,22.1,61.92411,25.748151,Europe
Finland,2019,Colorectal,54.6,10.9,13.0,61.92411,25.748151,Europe
Finland,2020,Lung,48.2,38.5,32.5,61.92411,25.748151,Europe
Finland,2020,Breast,136.2,76.9,81.0,61.92411,25.748151,Europe
Finland,2020,Colorectal,132.3,13.4,6.2,61.92411,25.748151,Europe
Finland,2021,Lung,121.4,79.5,53.8,61.92411,25.748151,Europe
Finland,2021,Breast,132.8,53.2,32.1,61.92411,25.748151,Europe
Finland,2021,Colorectal,116.4,17.6,75.9,61.92411,25.748151,Europe
Finland,2022,Lung,101.8,78.3,64.6,61.92411,25.748151,Europe
Finland,2022,Breast,91.4,11.6,82.6,61.92411,25.748151,Europe
Finland,2022,Colorectal,59.4,74.8,33.8,61.92411,25.748151,Europe
Finland,2023,Lung,128.8,64.9,72.9,61.92411,25.748151,Europe
Finland,2023,Breast,111.4,38.5,69.8,61.92411,25.748151,Europe
Finland,2023,Colorectal,97.9,52.0,34.8,61.92411,25.748151,Europe
Finland,2024,Lung,84.5,49.2,6.4,61.92411,25.748151,Europe
Finland,2024,Breast,44.2,64.7,79.1,61.92411,25.748151,Europe
Finland,2024,Colorectal,136.5,14.7,19.9,61.92411,25.748151,Europe
France,2010,Lung,53.8,23.5,50.0,46.603354,1.888334,Europe
France,2010,Breast,94.0,15.3,63.2,46.603354,1.888334,Europe
France,2010,Colorectal,130.4,68.1,53.4,46.603354,1.888334,Europe
France,2011,Lung,108.3,28.3,60.3,46.603354,1.888334,Europe
France,2011,Breast,75.2,21.9,15.6,46.603354,1.888334,Europe
France,2011,Colorectal,84.5,26.7,30.3,46.603354,1.888334,Europe
France,2012,Lung,122.4,19.6,96.0,46.603354,1.888334,Europe
France,2012,Breast,110.7,62.7,83.8,46.603354,1.888334,Europe
France,2012,Colorectal,55.0,49.9,50.4,46.603354,1.888334,Europe
France,2013,Lung,50.8,50.8,23.8,46.603354,1.888334,Europe
France,2013,Breast,145.1,65.0,62.9,46.603354,1.888334,Europe
France,2013,Colorectal,143.2,48.1,2.4,46.603354,1.888334,Europe
France,2014,Lung,121.1,48.1,99.1,46.603354,1.888334,Europe
France,2014,Breast,106.2,44.7,66.2,46.603354,1.888334,Europe
France,2014,Colorectal,41.5,73.8,91.3,46.603354,1.888334,Europe
France,2015,Lung,86.6,35.9,71.3,46.603354,1.888334,Europe
France,2015,Breast,75.4,21.1,55.7,46.603354,1.888334,Europe
France,2015,Colorectal,104.8,42.5,74.1,46.603354,1.888334,Europe
France,2016,Lung,50.0,67.0,79.8,46.603354,1.888334,Europe
France,2016,Breast,32.3,54.0,10.3,46.603354,1.888334,Europe
France,2016,Colorectal,60.5,20.0,4.4,46.603354,1.888334,Europe
France,2017,Lung,90.3,79.4,40.2,46.603354,1.888334,Europe
France,2017,Breast,111.6,78.1,80.2,46.603354,1.888334,Europe
France,2017,Colorectal,82.9,71.9,50.9,46.603354,1.888334,Europe
France,2018,Lung,78.1,21.2,17.1,46.603354,1.888334,Europe
France,2018,Breast,90.7,60.8,73.8,46.603354,1.888334,Europe
France,2018,Colorectal,86.3,18.1,15.9,46.603354,1.888334,Europe
France,2019,Lung,142.3,14.9,22.9,46.603354,1.888334,Europe
France,2019,Breast,107.3,44.5,22.7,46.603354,1.888334,Europe
France,2019,Colorectal,121.9,55.6,77.5,46.603354,1.888334,Europe
France,2020,Lung,71.4,10.7,74.8,46.603354,1.888334,Europe
France,2020,Breast,55.8,68.7,18.4,46.603354,1.888334,Europe
France,2020,Colorectal,82.3,62.0,15.9,46.603354,1.888334,Europe
France,2021,Lung,140.3,23.6,35.6,46.603354,1.888334,Europe
France,2021,Breast,53.8,10.5,22.6,46.603354,1.888334,Europe
France,2021,Colorectal,120.1,61.6,62.3,46.603354,1.888334,Europe
France,2022,Lung,89.7,76.8,25.4,46.603354,1.888334,Europe
France,2022,Breast,79.9,66.6,24.6,46.603354,1.888334,Europe
France,2022,Colorectal,64.2,17.6,54.1,46.603354,1.888334,Europe
France,2023,Lung,108.6,26.3,69.8,46.603354,1.888334,Europe
France,2023,Breast,36.2,49.8,53.0,46.603354,1.888334,Europe
France,2023,Colorectal,50.9,31.2,13.2,46.603354,1.888334,Europe
France,2024,Lung,125.8,21.9,95.5,46.603354,1.888334,Europe
France,2024,Breast,137.3,48.4,33.2,46.603354,1.888334,Europe
France,2024,Colorectal,147.7,65.4,8.8,46.603354,1.888334,Europe
Gabon,2010,Lung,144.9,61.7,94.2,-0.803689,11.609444,Africa
Gabon,2010,Breast,91.0,77.6,57.2,-0.803689,11.609444,Africa
Gabon,2010,Colorectal,122.7,54.6,28.9,-0.803689,11.609444,Africa
Gabon,2011,Lung,93.5,62.2,16.9,-0.803689,11.609444,Africa
Gabon,2011,Breast,138.1,78.7,56.8,-0.803689,11.609444,Africa
Gabon,2011,Colorectal,37.3,14.0,48.7,-0.803689,11.609444,Africa
Gabon,2012,Lung,65.4,14.3,3.7,-0.803689,11.609444,Africa
Gabon,2012,Breast,121.4,74.0,59.9,-0.803689,11.609444,Africa
Gabon,2012,Colorectal,31.7,25.3,24.6,-0.803689,11.609444,Africa
Gabon,2013,Lung,83.7,63.6,21.4,-0.803689,11.609444,Africa
Gabon,2013,Breast,93.1,10.5,67.9,-0.803689,11.609444,Africa
Gabon,2013,Colorectal,141.2,24.8,8.8,-0.803689,11.609444,Africa
Gabon,2014,Lung,114.6,40.1,63.8,-0.803689,11.609444,Africa
Gabon,2014,Breast,108.0,15.4,48.1,-0.803689,11.609444,Africa
Gabon,2014,Colorectal,74.3,76.4,64.9,-0.803689,11.609444,Africa
Gabon,2015,Lung,97.0,77.2,69.8,-0.803689,11.609444,Africa
Gabon,2015,Breast,50.3,75.3,72.1,-0.803689,11.609444,Africa
Gabon,2015,Colorectal,82.9,45.6,19.4,-0.803689,11.609444,Africa
Gabon,2016,Lung,69.6,71.1,12.9,-0.803689,11.609444,Africa
Gabon,2016,Breast,142.0,20.9,81.9,-0.803689,11.609444,Africa
Gabon,2016,Colorectal,59.7,17.4,69.5,-0.803689,11.609444,Africa
Gabon,2017,Lung,59.8,39.6,88.4,-0.803689,11.609444,Africa
Gabon,2017,Breast,55.4,41.1,13.1,-0.803689,11.609444,Africa
Gabon,2017,Colorectal,78.6,59.6,37.3,-0.803689,11.609444,Africa
Gabon,2018,Lung,120.5,57.2,90.8,-0.803689,11.609444,Africa
Gabon,2018,Breast,135.2,14.6,4.9,-0.803689,11.609444,Africa
Gabon,2018,Colorectal,99.6,32.2,9.1,-0.803689,11.609444,Africa
Gabon,2019,Lung,33.9,44.5,70.8,-0.803689,11.609444,Africa
Gabon,2019,Breast,81.6,73.0,15.3,-0.803689,11.609444,Africa
Gabon,2019,Colorectal,66.4,11.1,47.8,-0.803689,11.609444,Africa
Gabon,2020,Lung,70.1,42.5,76.7,-0.803689,11.609444,Africa
Gabon,2020,Breast,141.3,24.6,21.6,-0.803689,11.609444,Africa
Gabon,2020,Colorectal,39.4,29.2,28.3,-0.803689,11.609444,Africa
Gabon,2021,Lung,92.6,54.4,40.4,-0.803689,11.609444,Africa
Gabon,2021,Breast,126.3,23.2,80.9,-0.803689,11.609444,Africa
Gabon,2021,Colorectal,81.6,64.4,39.2,-0.803689,11.609444,Africa
Gabon,2022,Lung,112.6,66.8,20.8,-0.803689,11.609444,Africa
Gabon,2022,Breast,39.7,51.6,56.8,-0.803689,11.609444,Africa
Gabon,2022,Colorectal,51.3,75.6,94.5,-0.803689,11.609444,Africa
Gabon,2023,Lung,96.1,37.8,88.8,-0.803689,11.609444,Africa
Gabon,2023,Breast,56.9,70.4,66.4,-0.803689,11.609444,Africa
Gabon,2023,Colorectal,32.5,30.9,84.6,-0.803689,11.609444,Africa
Gabon,2024,Lung,41.3,53.8,40.6,-0.803689,11.609444,Africa
Gabon,2024,Breast,135.8,49.5,41.9,-0.803689,11.609444,Africa
Gabon,2024,Colorectal,109.8,26.5,14.0,-0.803689,11.609444,Africa
Gambia,2010,Lung,47.8,23.7,89.2,13.443182,-15.310139,Africa
Gambia,2010,Breast,78.9,58.7,71.7,13.443182,-15.310139,Africa
Gambia,2010,Colorectal,149.1,43.2,40.5,13.443182,-15.310139,Africa
Gambia,2011,Lung,102.7,44.4,48.2,13.443182,-15.310139,Africa
Gambia,2011,Breast,126.0,61.8,30.6,13.443182,-15.310139,Africa
Gambia,2011,Colorectal,88.3,45.8,62.9,13.443182,-15.310139,Africa
Gambia,2012,Lung,77.3,50.2,51.2,13.443182,-15.310139,Africa
Gambia,2012,Breast,42.8,41.0,91.0,13.443182,-15.310139,Africa
Gambia,2012,Colorectal,106.9,71.0,72.9,13.443182,-15.310139,Africa
